"ALLIANCE SOUTH FLORIDA","PURPLE","ADULT","MALE","LIGHT","1"
"FIGHT CLUB","BLUE","ADULT","FEMALE","LIGHT FEATHER","1"
"GUERRILLA JIU JITSU","BROWN","ADULT","MALE","FEATHER","1"
"TEAM CARVALHO MEXICO","BLUE","ADULT","FEMALE","LIGHT FEATHER","1"
"HILTI BJJ STOCKHOLM","BROWN","MASTER 3","MALE","ULTRA HEAVY","1"
"HILTI BJJ STOCKHOLM","BLUE","JUVENILE 1","FEMALE","LIGHT","1"
"HILTI BJJ STOCKHOLM","PURPLE","MASTER 5","MALE","ULTRA HEAVY","1"
"HILTI BJJ STOCKHOLM","PURPLE","ADULT","MALE","MEDIUM HEAVY","1"
"HILTI BJJ STOCKHOLM","BROWN","MASTER 4","MALE","FEATHER","1"
"HILTI BJJ STOCKHOLM","BLACK","ADULT","MALE","LIGHT FEATHER","1"
"HILTI BJJ STOCKHOLM","BLACK","ADULT","MALE","LIGHT","1"
"HILTI BJJ STOCKHOLM","PURPLE","ADULT","FEMALE","MIDDLE","1"
"HILTI BJJ STOCKHOLM","BLACK","MASTER 4","MALE","MIDDLE","1"
"HILTI BJJ STOCKHOLM","BROWN","MASTER 1","MALE","MIDDLE","1"
"HILTI BJJ STOCKHOLM","WHITE","ADULT","FEMALE","LIGHT","1"
"HILTI BJJ STOCKHOLM","BLUE","ADULT","FEMALE","FEATHER","1"
"HILTI BJJ STOCKHOLM","BLACK","MASTER 2","MALE","ULTRA HEAVY","1"
"ROGER GRACIE ACADEMY","BLACK","ADULT","MALE","MEDIUM HEAVY","1"
"ROGER GRACIE ACADEMY","BLUE","MASTER 2","MALE","SUPER HEAVY","1"
"ROGER GRACIE ACADEMY","BLUE","ADULT","MALE","HEAVY","1"
"ROGER GRACIE ACADEMY","BLUE","ADULT","MALE","MEDIUM HEAVY","2"
"ROGER GRACIE ACADEMY","PURPLE","ADULT","MALE","ULTRA HEAVY","2"
"ROGER GRACIE ACADEMY","BLACK","MASTER 4","MALE","SUPER HEAVY","1"
"ROGER GRACIE ACADEMY","WHITE","ADULT","FEMALE","LIGHT FEATHER","1"
"ROGER GRACIE ACADEMY","BLUE","ADULT","MALE","LIGHT FEATHER","2"
"ROGER GRACIE ACADEMY","WHITE","MASTER 2","MALE","HEAVY","1"
"ROGER GRACIE ACADEMY","WHITE","ADULT","FEMALE","HEAVY","1"
"ROGER GRACIE ACADEMY","BROWN","MASTER 2","MALE","ULTRA HEAVY","1"
"ROGER GRACIE ACADEMY","BROWN","MASTER 4","MALE","HEAVY","1"
"ROGER GRACIE ACADEMY","WHITE","MASTER 1","MALE","ULTRA HEAVY","1"
"ROGER GRACIE ACADEMY","PURPLE","MASTER 2","MALE","SUPER HEAVY","1"
"ROGER GRACIE ACADEMY","WHITE","MASTER 1","MALE","LIGHT","1"
"ROGER GRACIE ACADEMY","WHITE","MASTER 2","MALE","FEATHER","1"
"ROGER GRACIE ACADEMY","WHITE","ADULT","FEMALE","FEATHER","1"
"ROGER GRACIE ACADEMY","BLUE","MASTER 1","MALE","MEDIUM HEAVY","2"
"ROGER GRACIE ACADEMY","BLACK","ADULT","MALE","ULTRA HEAVY","1"
"ROGER GRACIE ACADEMY","PURPLE","MASTER 3","MALE","HEAVY","1"
"ROGER GRACIE ACADEMY","PURPLE","MASTER 1","MALE","MIDDLE","1"
"ROGER GRACIE ACADEMY","WHITE","ADULT","MALE","ULTRA HEAVY","1"
"ROGER GRACIE ACADEMY","BLACK","MASTER 2","MALE","LIGHT FEATHER","1"
"ROGER GRACIE ACADEMY","BLUE","MASTER 1","MALE","ROOSTER","1"
"ROGER GRACIE ACADEMY","PURPLE","ADULT","FEMALE","LIGHT FEATHER","1"
"ROGER GRACIE ACADEMY","PURPLE","ADULT","MALE","HEAVY","1"
"ROGER GRACIE ACADEMY","BLUE","MASTER 2","MALE","LIGHT","1"
"ROGER GRACIE ACADEMY","BLUE","ADULT","MALE","FEATHER","2"
"ROGER GRACIE ACADEMY","BLUE","ADULT","FEMALE","MIDDLE","1"
"ROGER GRACIE ACADEMY","PURPLE","MASTER 1","MALE","SUPER HEAVY","2"
"ROGER GRACIE ACADEMY","PURPLE","MASTER 3","MALE","SUPER HEAVY","1"
"ROGER GRACIE ACADEMY","PURPLE","ADULT","FEMALE","MEDIUM HEAVY","1"
"ROGER GRACIE ACADEMY","WHITE","ADULT","MALE","MIDDLE","2"
"ROGER GRACIE ACADEMY","BLUE","ADULT","MALE","MIDDLE","2"
"ROGER GRACIE ACADEMY","BLACK","ADULT","MALE","LIGHT","1"
"ROGER GRACIE ACADEMY","BROWN","ADULT","MALE","MEDIUM HEAVY","1"
"ROGER GRACIE ACADEMY","BROWN","MASTER 1","MALE","LIGHT","1"
"ROGER GRACIE ACADEMY","BLUE","MASTER 1","MALE","FEATHER","1"
"ROGER GRACIE ACADEMY","BLUE","ADULT","MALE","SUPER HEAVY","1"
"ROGER GRACIE ACADEMY","BLUE","ADULT","FEMALE","MEDIUM HEAVY","2"
"ROGER GRACIE ACADEMY","BLUE","MASTER 2","MALE","HEAVY","1"
"ROGER GRACIE ACADEMY","BROWN","MASTER 1","MALE","MEDIUM HEAVY","1"
"ROGER GRACIE ACADEMY","WHITE","ADULT","MALE","LIGHT","1"
"ROGER GRACIE ACADEMY","PURPLE","ADULT","MALE","SUPER HEAVY","1"
"ROGER GRACIE ACADEMY","BROWN","MASTER 2","MALE","MEDIUM HEAVY","1"
"ROGER GRACIE ACADEMY","PURPLE","MASTER 2","MALE","MIDDLE","2"
"ROGER GRACIE ACADEMY","WHITE","MASTER 2","MALE","SUPER HEAVY","1"
"ROGER GRACIE ACADEMY","PURPLE","MASTER 3","MALE","FEATHER","1"
"ROGER GRACIE ACADEMY","BLUE","MASTER 3","MALE","ULTRA HEAVY","1"
"ROGER GRACIE ACADEMY","BLUE","MASTER 2","MALE","LIGHT FEATHER","1"
"ROGER GRACIE ACADEMY","BLUE","ADULT","FEMALE","LIGHT FEATHER","2"
"ROGER GRACIE ACADEMY","PURPLE","ADULT","MALE","MIDDLE","2"
"ROGER GRACIE ACADEMY","BROWN","ADULT","MALE","LIGHT","2"
"ROGER GRACIE ACADEMY","PURPLE","ADULT","MALE","LIGHT","2"
"ROGER GRACIE ACADEMY","WHITE","MASTER 2","MALE","MIDDLE","1"
"ROGER GRACIE ACADEMY","BLUE","ADULT","FEMALE","LIGHT","1"
"ROGER GRACIE ACADEMY","BLUE","MASTER 3","MALE","FEATHER","1"
"ROGER GRACIE ACADEMY","PURPLE","MASTER 1","MALE","MEDIUM HEAVY","1"
"ROGER GRACIE ACADEMY","PURPLE","MASTER 1","MALE","LIGHT","2"
"ROGER GRACIE ACADEMY","BLUE","MASTER 1","MALE","HEAVY","1"
"ROGER GRACIE ACADEMY","WHITE","MASTER 2","MALE","LIGHT","2"
"ROGER GRACIE ACADEMY","PURPLE","ADULT","FEMALE","HEAVY","1"
"ROGER GRACIE ACADEMY","WHITE","ADULT","MALE","FEATHER","2"
"ROGER GRACIE ACADEMY","BLUE","ADULT","FEMALE","HEAVY","1"
"ROGER GRACIE ACADEMY","PURPLE","ADULT","MALE","MEDIUM HEAVY","2"
"ROGER GRACIE ACADEMY","BLUE","ADULT","MALE","LIGHT","1"
"HILTI FIGHT CENTER","BLUE","ADULT","FEMALE","LIGHT","1"
"HILTI FIGHT CENTER","WHITE","ADULT","FEMALE","MIDDLE","1"
"HILTI FIGHT CENTER","PURPLE","ADULT","FEMALE","LIGHT","1"
"HILTI FIGHT CENTER","WHITE","ADULT","FEMALE","LIGHT","1"
"HILTI FIGHT CENTER","WHITE","ADULT","MALE","LIGHT","1"
"HILTI FIGHT CENTER","BLACK","MASTER 4","MALE","SUPER HEAVY","1"
"HILTI FIGHT CENTER","WHITE","ADULT","MALE","FEATHER","2"
"SOUL FIGHTERS BJJ","BLUE","JUVENILE 2","MALE","MEDIUM HEAVY","1"
"SOUL FIGHTERS BJJ","BROWN","ADULT","MALE","MEDIUM HEAVY","1"
"SOUL FIGHTERS BJJ","BLACK","MASTER 4","MALE","MIDDLE","1"
"IN-OUT SWITZERLAND","PURPLE","ADULT","FEMALE","LIGHT","1"
"GRACIE LISBOA","WHITE","ADULT","MALE","LIGHT","1"
"GRACIE LISBOA","WHITE","MASTER 2","MALE","LIGHT","1"
"CARPE DIEM","BROWN","ADULT","MALE","LIGHT FEATHER","1"
"CARPE DIEM","BLACK","ADULT","MALE","LIGHT","1"
"CARPE DIEM","PURPLE","ADULT","MALE","LIGHT FEATHER","1"
"BRASA/99","BLUE","ADULT","MALE","MIDDLE","2"
"BRASA/99","PURPLE","ADULT","MALE","MIDDLE","1"
"FIGHT SPORTS INTERNATIONAL","BLUE","JUVENILE 2","MALE","FEATHER","1"
"FIGHT SPORTS INTERNATIONAL","WHITE","MASTER 1","MALE","MIDDLE","1"
"FIGHT SPORTS INTERNATIONAL","BLUE","MASTER 4","MALE","MEDIUM HEAVY","1"
"FIGHT SPORTS INTERNATIONAL","WHITE","JUVENILE 1","MALE","LIGHT","1"
"FIGHT SPORTS INTERNATIONAL","WHITE","ADULT","MALE","LIGHT","1"
"FIGHT SPORTS INTERNATIONAL","BLUE","ADULT","MALE","LIGHT FEATHER","1"
"FIGHT SPORTS INTERNATIONAL","WHITE","JUVENILE 2","MALE","FEATHER","1"
"FIGHT SPORTS INTERNATIONAL","BLUE","ADULT","MALE","LIGHT","1"
"RAFAEL POUSADA TEAM","WHITE","ADULT","MALE","HEAVY","1"
"RAFAEL POUSADA TEAM","WHITE","MASTER 2","MALE","ULTRA HEAVY","1"
"RAFAEL POUSADA TEAM","BLUE","MASTER 5","MALE","MEDIUM HEAVY","1"
"JORGE SANTOS BRAZILIAN JIU-JITSU","BROWN","ADULT","MALE","MIDDLE","1"
"JORGE SANTOS BRAZILIAN JIU-JITSU","BLUE","ADULT","MALE","MEDIUM HEAVY","1"
"JORGE SANTOS BRAZILIAN JIU-JITSU","WHITE","MASTER 2","MALE","ULTRA HEAVY","1"
"JORGE SANTOS BRAZILIAN JIU-JITSU","BLACK","MASTER 1","MALE","LIGHT","1"
"JORGE SANTOS BRAZILIAN JIU-JITSU","PURPLE","MASTER 1","MALE","HEAVY","1"
"JORGE SANTOS BRAZILIAN JIU-JITSU","BLUE","MASTER 1","MALE","MIDDLE","2"
"JORGE SANTOS BRAZILIAN JIU-JITSU","BLUE","MASTER 2","MALE","LIGHT FEATHER","1"
"JORGE SANTOS BRAZILIAN JIU-JITSU","BLUE","MASTER 1","MALE","MEDIUM HEAVY","1"
"STREET SPORTS BJJ","BLACK","MASTER 3","MALE","MEDIUM HEAVY","1"
"VIVA ZAPATA JIU JITSU","BROWN","MASTER 3","MALE","MIDDLE","1"
"VIVA ZAPATA JIU JITSU","PURPLE","MASTER 3","MALE","MEDIUM HEAVY","1"
"VIVA ZAPATA JIU JITSU","PURPLE","MASTER 1","FEMALE","MIDDLE","1"
"VIVA ZAPATA JIU JITSU","BLUE","MASTER 1","MALE","FEATHER","1"
"VIVA ZAPATA JIU JITSU","BLUE","MASTER 1","MALE","LIGHT FEATHER","1"
"VIVA ZAPATA JIU JITSU","BLUE","JUVENILE 2","MALE","MEDIUM HEAVY","1"
"VIVA ZAPATA JIU JITSU","PURPLE","ADULT","FEMALE","LIGHT FEATHER","2"
"VIVA ZAPATA JIU JITSU","WHITE","ADULT","FEMALE","LIGHT","1"
"VIVA ZAPATA JIU JITSU","WHITE","MASTER 2","MALE","LIGHT FEATHER","1"
"VIVA ZAPATA JIU JITSU","WHITE","ADULT","MALE","FEATHER","1"
"VIVA ZAPATA JIU JITSU","PURPLE","ADULT","MALE","MIDDLE","1"
"VIVA ZAPATA JIU JITSU","BLUE","ADULT","FEMALE","FEATHER","1"
"VIVA ZAPATA JIU JITSU","BLUE","JUVENILE 1","MALE","MEDIUM HEAVY","1"
"CHOKE ACADEMY","BLUE","MASTER 1","MALE","HEAVY","1"
"CHOKE ACADEMY","BLACK","ADULT","MALE","LIGHT","1"
"CHOKE ACADEMY","PURPLE","MASTER 3","MALE","MEDIUM HEAVY","2"
"CHOKE ACADEMY","BLUE","ADULT","MALE","LIGHT","1"
"KYRGYZSTAN TOP TEAM","BLUE","ADULT","MALE","MIDDLE","1"
"ALLIANCE SE","BLUE","ADULT","MALE","LIGHT","2"
"KLEBER JIU-JITSU","PURPLE","MASTER 2","MALE","LIGHT","1"
"CFS BJJ","BROWN","ADULT","FEMALE","LIGHT","1"
"CFS BJJ","BROWN","MASTER 3","MALE","MEDIUM HEAVY","1"
"CFS BJJ","PURPLE","ADULT","FEMALE","FEATHER","1"
"CFS BJJ","BLACK","MASTER 4","MALE","MIDDLE","1"
"CFS BJJ","BROWN","MASTER 1","MALE","MIDDLE","1"
"CFS BJJ","PURPLE","MASTER 4","MALE","MEDIUM HEAVY","1"
"MARCIO FRANK FJJ-RO","WHITE","MASTER 1","MALE","HEAVY","1"
"PSLPB CICERO COSTHA","BROWN","ADULT","MALE","MIDDLE","1"
"PSLPB CICERO COSTHA","BLUE","ADULT","MALE","MIDDLE","1"
"PSLPB CICERO COSTHA","BLACK","ADULT","MALE","FEATHER","1"
"PSLPB CICERO COSTHA","BROWN","ADULT","MALE","HEAVY","1"
"PSLPB CICERO COSTHA","BLACK","ADULT","MALE","LIGHT","1"
"PSLPB CICERO COSTHA","BLACK","ADULT","MALE","LIGHT FEATHER","2"
"PSLPB CICERO COSTHA","BLACK","ADULT","MALE","SUPER HEAVY","1"
"PSLPB CICERO COSTHA","BLACK","MASTER 2","MALE","LIGHT","1"
"ICON JIU-JITSU TEAM","WHITE","MASTER 1","MALE","LIGHT FEATHER","2"
"ICON JIU-JITSU TEAM","BLUE","MASTER 1","MALE","LIGHT","2"
"ICON JIU-JITSU TEAM","PURPLE","MASTER 1","MALE","FEATHER","2"
"ICON JIU-JITSU TEAM","BLUE","MASTER 2","MALE","FEATHER","2"
"ICON JIU-JITSU TEAM","BLUE","ADULT","FEMALE","FEATHER","1"
"ICON JIU-JITSU TEAM","BLACK","MASTER 2","MALE","FEATHER","1"
"ICON JIU-JITSU TEAM","PURPLE","ADULT","MALE","LIGHT","2"
"ICON JIU-JITSU TEAM","WHITE","MASTER 1","MALE","MEDIUM HEAVY","1"
"ICON JIU-JITSU TEAM","BLACK","MASTER 2","MALE","MEDIUM HEAVY","1"
"ICON JIU-JITSU TEAM","BROWN","ADULT","MALE","LIGHT","2"
"ICON JIU-JITSU TEAM","WHITE","JUVENILE 1","FEMALE","MIDDLE","1"
"ICON JIU-JITSU TEAM","WHITE","JUVENILE 1","MALE","ROOSTER","1"
"ICON JIU-JITSU TEAM","WHITE","ADULT","MALE","ROOSTER","2"
"ICON JIU-JITSU TEAM","PURPLE","ADULT","MALE","SUPER HEAVY","1"
"ICON JIU-JITSU TEAM","BLUE","MASTER 5","MALE","LIGHT","1"
"ICON JIU-JITSU TEAM","BLUE","MASTER 1","MALE","LIGHT FEATHER","1"
"ICON JIU-JITSU TEAM","WHITE","ADULT","FEMALE","LIGHT","1"
"ICON JIU-JITSU TEAM","BLUE","JUVENILE 1","MALE","MEDIUM HEAVY","1"
"ICON JIU-JITSU TEAM","PURPLE","MASTER 5","MALE","MIDDLE","1"
"ICON JIU-JITSU TEAM","BROWN","MASTER 4","MALE","HEAVY","1"
"ICON JIU-JITSU TEAM","WHITE","ADULT","MALE","HEAVY","2"
"ICON JIU-JITSU TEAM","BROWN","MASTER 1","MALE","FEATHER","1"
"ICON JIU-JITSU TEAM","BLUE","ADULT","FEMALE","LIGHT","1"
"ICON JIU-JITSU TEAM","BLUE","ADULT","MALE","LIGHT FEATHER","1"
"ICON JIU-JITSU TEAM","WHITE","MASTER 2","MALE","HEAVY","1"
"ICON JIU-JITSU TEAM","WHITE","ADULT","FEMALE","FEATHER","2"
"ICON JIU-JITSU TEAM","BLUE","ADULT","MALE","FEATHER","2"
"ICON JIU-JITSU TEAM","BLACK","ADULT","MALE","MIDDLE","1"
"ICON JIU-JITSU TEAM","WHITE","ADULT","MALE","MIDDLE","2"
"ICON JIU-JITSU TEAM","WHITE","JUVENILE 2","MALE","MIDDLE","1"
"ICON JIU-JITSU TEAM","BLUE","MASTER 5","MALE","MEDIUM HEAVY","1"
"ICON JIU-JITSU TEAM","BLUE","MASTER 1","MALE","ULTRA HEAVY","2"
"ICON JIU-JITSU TEAM","PURPLE","MASTER 1","MALE","HEAVY","1"
"ICON JIU-JITSU TEAM","BLUE","MASTER 2","MALE","MEDIUM HEAVY","2"
"ICON JIU-JITSU TEAM","PURPLE","MASTER 1","FEMALE","LIGHT","1"
"ICON JIU-JITSU TEAM","BLACK","MASTER 1","MALE","LIGHT","1"
"ICON JIU-JITSU TEAM","WHITE","MASTER 1","MALE","SUPER HEAVY","1"
"ICON JIU-JITSU TEAM","BLUE","ADULT","FEMALE","LIGHT FEATHER","1"
"ICON JIU-JITSU TEAM","BLUE","MASTER 3","MALE","SUPER HEAVY","1"
"ICON JIU-JITSU TEAM","PURPLE","ADULT","FEMALE","LIGHT","1"
"ICON JIU-JITSU TEAM","BLACK","ADULT","MALE","LIGHT FEATHER","1"
"ICON JIU-JITSU TEAM","BLUE","MASTER 5","MALE","FEATHER","1"
"ICON JIU-JITSU TEAM","BLUE","MASTER 2","MALE","MIDDLE","2"
"ICON JIU-JITSU TEAM","BLUE","MASTER 2","MALE","LIGHT FEATHER","1"
"ICON JIU-JITSU TEAM","BLUE","MASTER 3","MALE","LIGHT","2"
"ICON JIU-JITSU TEAM","BLUE","MASTER 2","MALE","SUPER HEAVY","1"
"ICON JIU-JITSU TEAM","WHITE","MASTER 2","MALE","MEDIUM HEAVY","2"
"ICON JIU-JITSU TEAM","WHITE","MASTER 2","MALE","LIGHT FEATHER","1"
"ICON JIU-JITSU TEAM","BLUE","MASTER 1","MALE","MEDIUM HEAVY","1"
"ICON JIU-JITSU TEAM","WHITE","ADULT","FEMALE","HEAVY","1"
"ICON JIU-JITSU TEAM","WHITE","MASTER 1","MALE","ULTRA HEAVY","1"
"ICON JIU-JITSU TEAM","BLACK","MASTER 1","MALE","FEATHER","2"
"ICON JIU-JITSU TEAM","PURPLE","MASTER 2","MALE","LIGHT","2"
"ICON JIU-JITSU TEAM","WHITE","MASTER 1","MALE","LIGHT","2"
"ICON JIU-JITSU TEAM","PURPLE","MASTER 3","MALE","MEDIUM HEAVY","1"
"ICON JIU-JITSU TEAM","BROWN","MASTER 3","MALE","MEDIUM HEAVY","1"
"ICON JIU-JITSU TEAM","BROWN","MASTER 2","MALE","MIDDLE","1"
"ICON JIU-JITSU TEAM","WHITE","JUVENILE 1","MALE","LIGHT","2"
"ICON JIU-JITSU TEAM","BLUE","MASTER 1","MALE","MIDDLE","2"
"ICON JIU-JITSU TEAM","BLUE","MASTER 2","MALE","ULTRA HEAVY","1"
"ICON JIU-JITSU TEAM","WHITE","MASTER 1","MALE","HEAVY","1"
"ICON JIU-JITSU TEAM","BLUE","MASTER 1","MALE","FEATHER","1"
"ICON JIU-JITSU TEAM","BLUE","MASTER 1","FEMALE","FEATHER","1"
"ICON JIU-JITSU TEAM","WHITE","ADULT","MALE","LIGHT","2"
"ICON JIU-JITSU TEAM","BLACK","MASTER 3","MALE","MEDIUM HEAVY","2"
"ICON JIU-JITSU TEAM","BROWN","MASTER 1","MALE","MEDIUM HEAVY","2"
"ICON JIU-JITSU TEAM","BLUE","ADULT","FEMALE","MIDDLE","1"
"ICON JIU-JITSU TEAM","BROWN","MASTER 6","MALE","MIDDLE","1"
"ICON JIU-JITSU TEAM","BLUE","ADULT","FEMALE","HEAVY","1"
"ICON JIU-JITSU TEAM","BLUE","ADULT","MALE","LIGHT","2"
"ICON JIU-JITSU TEAM","BLUE","MASTER 3","MALE","MIDDLE","1"
"ICON JIU-JITSU TEAM","BLUE","ADULT","MALE","MEDIUM HEAVY","2"
"ICON JIU-JITSU TEAM","WHITE","ADULT","MALE","LIGHT FEATHER","2"
"ICON JIU-JITSU TEAM","WHITE","ADULT","FEMALE","LIGHT FEATHER","1"
"ICON JIU-JITSU TEAM","BLACK","MASTER 3","MALE","MIDDLE","2"
"ICON JIU-JITSU TEAM","BROWN","ADULT","MALE","SUPER HEAVY","1"
"ICON JIU-JITSU TEAM","PURPLE","MASTER 1","MALE","LIGHT FEATHER","2"
"ICON JIU-JITSU TEAM","PURPLE","MASTER 1","MALE","MIDDLE","2"
"ICON JIU-JITSU TEAM","BLUE","MASTER 1","MALE","HEAVY","1"
"ICON JIU-JITSU TEAM","BLUE","ADULT","MALE","ROOSTER","2"
"ICON JIU-JITSU TEAM","BLUE","ADULT","MALE","MIDDLE","2"
"ICON JIU-JITSU TEAM","BLUE","JUVENILE 1","MALE","HEAVY","1"
"ICON JIU-JITSU TEAM","BLACK","MASTER 4","MALE","LIGHT","1"
"ICON JIU-JITSU TEAM","BLUE","ADULT","MALE","SUPER HEAVY","2"
"ICON JIU-JITSU TEAM","BLUE","MASTER 2","MALE","HEAVY","1"
"ICON JIU-JITSU TEAM","PURPLE","ADULT","MALE","FEATHER","1"
"ICON JIU-JITSU TEAM","BLUE","JUVENILE 2","MALE","FEATHER","1"
"ICON JIU-JITSU TEAM","PURPLE","ADULT","MALE","MIDDLE","1"
"ICON JIU-JITSU TEAM","WHITE","ADULT","MALE","MEDIUM HEAVY","2"
"ICON JIU-JITSU TEAM","PURPLE","ADULT","MALE","MEDIUM HEAVY","2"
"ICON JIU-JITSU TEAM","BLUE","MASTER 1","MALE","SUPER HEAVY","1"
"ICON JIU-JITSU TEAM","BLUE","ADULT","MALE","ULTRA HEAVY","1"
"ICON JIU-JITSU TEAM","BLACK","MASTER 1","MALE","MEDIUM HEAVY","1"
"ICON JIU-JITSU TEAM","BLACK","MASTER 2","MALE","LIGHT FEATHER","1"
"ICON JIU-JITSU TEAM","WHITE","MASTER 2","MALE","LIGHT","2"
"ICON JIU-JITSU TEAM","BROWN","MASTER 2","MALE","LIGHT","1"
"ICON JIU-JITSU TEAM","BLUE","MASTER 4","MALE","LIGHT","1"
"ICON JIU-JITSU TEAM","WHITE","ADULT","MALE","FEATHER","2"
"ICON JIU-JITSU TEAM","WHITE","MASTER 1","MALE","MIDDLE","2"
"ICON JIU-JITSU TEAM","PURPLE","MASTER 2","MALE","MIDDLE","1"
"WERDUM COMBAT TEAM SPAIN","WHITE","ADULT","MALE","MIDDLE","1"
"WERDUM COMBAT TEAM SPAIN","BLACK","MASTER 1","MALE","MIDDLE","1"
"WERDUM COMBAT TEAM SPAIN","BLUE","ADULT","MALE","HEAVY","1"
"WERDUM COMBAT TEAM SPAIN","WHITE","ADULT","FEMALE","FEATHER","2"
"WERDUM COMBAT TEAM SPAIN","BLUE","MASTER 1","MALE","LIGHT","2"
"WERDUM COMBAT TEAM SPAIN","PURPLE","ADULT","MALE","LIGHT","2"
"WERDUM COMBAT TEAM SPAIN","BLUE","MASTER 1","MALE","ULTRA HEAVY","1"
"WERDUM COMBAT TEAM SPAIN","WHITE","ADULT","MALE","LIGHT","1"
"WERDUM COMBAT TEAM SPAIN","BLUE","ADULT","MALE","FEATHER","1"
"WERDUM COMBAT TEAM SPAIN","BLUE","ADULT","MALE","LIGHT","1"
"GRACIE BARRA PAO DE ARCOS","BROWN","MASTER 2","MALE","LIGHT","1"
"VITA TEAM PORTUGAL","BLACK","ADULT","MALE","LIGHT FEATHER","1"
"GRACIE BARRA","BLACK","ADULT","MALE","MEDIUM HEAVY","2"
"GRACIE BARRA","BLUE","ADULT","MALE","HEAVY","2"
"GRACIE BARRA","BLUE","MASTER 1","MALE","LIGHT","2"
"GRACIE BARRA","BLACK","ADULT","FEMALE","MEDIUM HEAVY","1"
"GRACIE BARRA","BLUE","MASTER 6","MALE","LIGHT","1"
"GRACIE BARRA","BROWN","MASTER 3","MALE","MEDIUM HEAVY","1"
"GRACIE BARRA","PURPLE","MASTER 3","MALE","LIGHT FEATHER","2"
"GRACIE BARRA","BLUE","MASTER 2","MALE","FEATHER","1"
"GRACIE BARRA","BLACK","MASTER 2","MALE","FEATHER","2"
"GRACIE BARRA","BROWN","MASTER 2","MALE","MEDIUM HEAVY","2"
"GRACIE BARRA","PURPLE","ADULT","MALE","LIGHT","2"
"GRACIE BARRA","WHITE","MASTER 1","MALE","MEDIUM HEAVY","2"
"GRACIE BARRA","BROWN","MASTER 4","MALE","MEDIUM HEAVY","1"
"GRACIE BARRA","BROWN","MASTER 1","MALE","HEAVY","2"
"GRACIE BARRA","BROWN","MASTER 4","MALE","LIGHT","1"
"GRACIE BARRA","BLUE","ADULT","FEMALE","MIDDLE","1"
"GRACIE BARRA","WHITE","JUVENILE 1","MALE","ROOSTER","1"
"GRACIE BARRA","BROWN","MASTER 1","MALE","LIGHT","1"
"GRACIE BARRA","BLACK","ADULT","MALE","SUPER HEAVY","2"
"GRACIE BARRA","PURPLE","ADULT","MALE","SUPER HEAVY","2"
"GRACIE BARRA","BLUE","MASTER 3","MALE","ULTRA HEAVY","1"
"GRACIE BARRA","PURPLE","MASTER 4","MALE","HEAVY","2"
"GRACIE BARRA","WHITE","MASTER 2","MALE","ULTRA HEAVY","1"
"GRACIE BARRA","BLUE","MASTER 1","MALE","LIGHT FEATHER","2"
"GRACIE BARRA","WHITE","ADULT","FEMALE","LIGHT","2"
"GRACIE BARRA","BROWN","ADULT","MALE","FEATHER","2"
"GRACIE BARRA","PURPLE","MASTER 5","MALE","MIDDLE","1"
"GRACIE BARRA","BROWN","MASTER 4","MALE","HEAVY","1"
"GRACIE BARRA","WHITE","ADULT","MALE","HEAVY","2"
"GRACIE BARRA","BLACK","ADULT","MALE","ULTRA HEAVY","2"
"GRACIE BARRA","BLUE","JUVENILE 1","MALE","MIDDLE","1"
"GRACIE BARRA","BLACK","MASTER 5","MALE","MEDIUM HEAVY","1"
"GRACIE BARRA","BLUE","ADULT","FEMALE","LIGHT","2"
"GRACIE BARRA","BROWN","ADULT","FEMALE","MIDDLE","1"
"GRACIE BARRA","BLUE","MASTER 1","FEMALE","LIGHT","1"
"GRACIE BARRA","WHITE","MASTER 2","MALE","HEAVY","1"
"GRACIE BARRA","WHITE","ADULT","FEMALE","FEATHER","1"
"GRACIE BARRA","BLUE","MASTER 5","MALE","ULTRA HEAVY","1"
"GRACIE BARRA","WHITE","ADULT","MALE","ULTRA HEAVY","1"
"GRACIE BARRA","PURPLE","MASTER 4","MALE","SUPER HEAVY","1"
"GRACIE BARRA","PURPLE","ADULT","MALE","HEAVY","2"
"GRACIE BARRA","BLUE","MASTER 2","MALE","LIGHT","2"
"GRACIE BARRA","BLUE","ADULT","MALE","FEATHER","2"
"GRACIE BARRA","BLACK","ADULT","MALE","MIDDLE","1"
"GRACIE BARRA","BLUE","JUVENILE 2","MALE","LIGHT","1"
"GRACIE BARRA","WHITE","ADULT","MALE","MIDDLE","2"
"GRACIE BARRA","BLACK","ADULT","MALE","LIGHT","2"
"GRACIE BARRA","BROWN","MASTER 4","MALE","MIDDLE","1"
"GRACIE BARRA","PURPLE","MASTER 2","MALE","MEDIUM HEAVY","1"
"GRACIE BARRA","BLACK","MASTER 2","MALE","LIGHT","1"
"GRACIE BARRA","BLUE","MASTER 5","MALE","MEDIUM HEAVY","2"
"GRACIE BARRA","BLUE","MASTER 3","MALE","MEDIUM HEAVY","1"
"GRACIE BARRA","PURPLE","MASTER 1","MALE","HEAVY","2"
"GRACIE BARRA","PURPLE","MASTER 2","MALE","FEATHER","2"
"GRACIE BARRA","BLACK","MASTER 1","MALE","MIDDLE","2"
"GRACIE BARRA","BLUE","MASTER 2","MALE","MEDIUM HEAVY","2"
"GRACIE BARRA","BLACK","MASTER 4","MALE","MEDIUM HEAVY","1"
